date,average_return
2016-05-24,1.9463787523713816
2016-03-30,0.43247822532794145
2016-10-28,-0.6395468032449589
2015-11-18,2.4396749302463565
2016-06-03,-0.5363543248442271
2016-06-30,1.2798861144316773
2016-07-06,0.33501328709459516
2016-07-20,1.6498866751475159
2016-03-07,-0.44200453772373016
2016-06-28,1.7094781468794984
2015-12-21,1.168790438914693
2016-10-05,-0.005289407828390047
2015-12-03,-1.1333028540567498
2016-01-04,-2.496195488551443
2016-05-20,1.272236785260168
2016-07-05,-0.8563448689337335
2016-10-31,-0.4200538588088446
2015-11-24,-0.29828523907262977
2016-09-28,0.18128524734949408
2015-12-28,0.4124786535090565
2016-05-25,1.015128816814973
2016-01-15,-2.8271032293143366
2016-01-25,-2.286740731799204
2016-10-04,-0.31591131574891396
2016-02-01,0.39119267936839297
2016-07-22,0.5904306842022683
2016-04-21,-0.26495359734174384
2016-08-25,-0.19793728900303695
2016-03-09,1.9013120999686735
2015-11-09,
2016-07-28,0.5776466710236057
2016-09-20,-0.1818458188239002
2016-09-29,-1.4815478527100905
2016-02-16,2.096479724494143
2015-12-18,-2.155631936597442
2016-01-07,-3.1868064081273144
2016-10-18,1.1747542922437582
2016-10-25,-0.16977315882386626
2016-09-07,0.1413602117587364
2016-05-18,1.2629545502708488
2016-06-01,-0.6678083523824552
2016-06-20,0.761151982461748
2015-11-23,-0.43809241913473995
2016-04-27,-1.607318037070789
2016-07-25,0.3156627566666473
2016-05-06,0.8896809855398793
2016-06-07,0.9634080313769587
2015-11-12,-1.1357427351253537
2015-11-16,2.225762625703136
2016-03-18,0.18785458320713788
2016-03-29,1.38374622676012
2016-03-23,-1.2739456416106048
2016-06-06,0.4200548781902832
2016-07-15,-0.055972964665874855
